total_number_routes=55
total_route_len=16912.677
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 134.263 194 601-5-354-383-518-476-276-427-162-600--601
2 335.008 198 601-14-426-147-42-524-575-483-72-360--601
3 281.021 197 601-16-473-545-307-91-594-461-548-217-193--601
4 320.840 200 601-23-109-493-471-577-71-515-489-581--601
5 257.626 199 601-33-580-492-420-163-90-221-294-558-158-93--601
6 259.792 198 601-36-343-452-283-18-496-442-319-216-48-98-273--601
7 371.897 197 601-39-74-540-470-130-218-374-592-376-410-554--601
8 256.956 200 601-46-132-266-206-407-247-201-469-8--601
9 327.781 199 601-52-106-167-154-321-546-172-329-316--601
10 200.098 198 601-63-55-295-481-449-495--601
11 483.060 198 601-102-357-131-541-51-494-402-338-151-388-116--601
12 167.356 199 601-127-134-568-382-173-66-358-104-419-138-188--601
13 474.448 195 601-144-503-355-378-377-433-40-203-171--601
14 349.491 200 601-166-422-450-306-516-511-155-500--601
15 285.231 200 601-184-413-463-189-552-397-248-330-4--601
16 208.066 195 601-199-103-391-297-149-222-347-527-220-588--601
17 403.172 197 601-202-81-253-160-445-328-122-380-61-159-223--601
18 268.802 199 601-214-346-491-252-125-384-537-20--601
19 287.046 197 601-226-393-153-323-414-396-504-556-182-59--601
20 295.134 198 601-231-79-47-58-243-94-310-69-92-7--601
21 331.690 196 601-235-224-232-177-3-557-353-148-34--601
22 340.260 199 601-256-245-152-529-498-114-292-183-525-264-337-392-424--601
23 338.074 199 601-267-311-364-373-41-272-359-126-15-190-179-539--601
24 334.673 200 601-289-27-13-54-254-334-401-139-475-64-417--601
25 209.353 199 601-293-416-341-112-309-244-100-229-544--601
26 293.221 198 601-296-76-508-536-97-465-534-82-572--601
27 393.258 200 601-302-9-437-80-565-101-486-345-460--601
28 298.873 200 601-325-521-482-121-567-165-501-32-19--601
29 209.183 199 601-326-22-67-428-562-555-21-436-246--601
30 278.772 199 601-332-140-24-110-301-404-281-129-587-249--601
31 482.293 198 601-348-455-593-327-70-195-595-169-285--601
32 356.731 192 601-350-484-192-387-411-113-317-431-209-517--601
33 290.650 198 601-367-269-288-212-313-150-118-219-432-282--601
34 429.309 194 601-418-333-128-263-194-238-56-30-176-265-111-369--601
35 203.773 198 601-423-543-564-379-522-553-143-198-133-412--601
36 265.376 197 601-425-510-497-89-298-597-339-146-119-304-421-115--601
37 432.566 200 601-430-124-187-50-257-532-279-368-429--601
38 86.455 200 601-438-44-363-211-526-178-26-434-446--601
39 233.746 195 601-440-409-242-49-84-583-17-542-31-303--601
40 240.865 193 601-441-161-120-403-181-589-137-53-191-514-324--601
41 376.454 199 601-448-168-372-365-68-227-447-361-156-204-574-157--601
42 122.333 199 601-451-299-569-385-456-485-596--601
43 391.751 198 601-479-318-271-175-251-528-305--601
44 318.277 200 601-480-6-474-349-591-11-559-117-464-533-135--601
45 96.505 196 601-487-550-37-453-96-599-344-174-390-395--601
46 221.543 200 601-490-75-340-454-331-234-186-237-10-468-290--601
47 274.769 198 601-505-123-538-458-88-399-215-164-77-197-459-398-389--601
48 409.926 200 601-520-213-571-320-561-405-519-180-315--601
49 389.234 199 601-530-83-394-29-584-462-300-314-250-439--601
50 487.630 198 601-535-260-25-582-65-210-467-262-233-308-406--601
51 102.569 190 601-547-566-488-28-375-2-275-352-512-284--601
52 479.616 198 601-560-274-12-236-105-499-312-506-478--601
53 438.543 194 601-570-362-258-86-590-280-200-335-578--601
54 427.584 199 601-586-240-60-400-170-576-141-95-466-435-356-342-523--601
55 359.732 200 601-598-145-38-371-502-107-85-108-444--601
