total_number_routes=36
total_route_len=8156.402
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 137.968 195 401-11-42-28-227-334-137-186--401
2 176.327 188 401-13-386-243-362-273-45-215-310-146-133--401
3 267.638 200 401-34-221-25-49-354-257-167--401
4 234.564 194 401-40-54-60-57-253-219-153-38-96--401
5 243.924 198 401-72-309-380-16-127-171-37-293-367--401
6 237.277 200 401-84-292-241-101-58-93-306-370-272-331-256-17--401
7 193.790 192 401-90-270-294-32-361-210-225-315-259--401
8 322.089 194 401-94-30-343-6-308-149-205-62-252-198-200--401
9 158.701 200 401-104-179-349-319-7-245-355-124-85--401
10 242.831 200 401-108-311-358-351-14-248-157-18-111-105-88-228--401
11 225.362 198 401-118-389-263-385-103-110-183-330-156--401
12 295.434 200 401-155-301-328-99-246-352-176-295-61-113--401
13 211.010 200 401-162-190-26-338-240-141-56-214-92-8-400--401
14 200.570 187 401-163-357-318-271-321-55-277-81-19-249-232--401
15 104.879 198 401-168-138-218-236-216-10-86-172--401
16 270.798 199 401-177-187-285-148-192-390-320-29-144-20-312-373-207-396--401
17 145.904 200 401-188-43-244-164-391-142-276-130--401
18 213.900 200 401-206-165-381-115-392-1-80-332-242-340--401
19 135.770 199 401-224-213-143-199-89-194-181-78-220--401
20 221.725 200 401-250-69-119-136-41-102-128-129-366-74-47--401
21 240.415 200 401-251-159-46-247-333-208-223-286-212-71-235-382--401
22 216.266 196 401-274-166-4-184-117-211-52-360-48--401
23 321.431 200 401-287-106-204-284-195-283-152-297-126-135-363-201-77--401
24 245.680 196 401-290-364-64-266-158-154-209-9--401
25 294.106 200 401-298-281-170-316-53-140-264-83-202-348-123--401
26 159.854 200 401-303-280-125-261-325-44-50-150-359--401
27 215.541 198 401-304-341-375-278-151-262-393-339-234--401
28 261.282 198 401-317-24-35-289-175-59-2-345-68-229--401
29 240.193 197 401-322-65-21-379-97-147-193-269-161-313-182--401
30 320.503 200 401-336-296-399-31-174-100-305-356-254-371-239--401
31 224.343 198 401-347-397-383-79-275-5-121-268-372-39--401
32 253.192 199 401-368-122-66-255-3-387-374-112-299-231-267-160--401
33 148.335 197 401-376-291-120-27-217-329-189-323-107--401
34 315.266 199 401-377-75-350-222-114-237-238-265-139-22-23-196--401
35 258.070 190 401-388-314-342-87-378-36-67-134-230-173-346-131--401
36 201.465 199 401-394-260-326-398-197-15-327-82-369-98--401
