total_number_routes=19
total_route_len=23381.362
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 922.805 731 1001-6-993-220-454-542-4-929-462-852-917-287-261-479-112-332-34-201-989-564-335-808-483-700-560-226-358-195-200-23-713-247-982-213-999-66-5-436-320-207-520--1001
2 1265.483 969 1001-139-364-372-494-386-155-832-192-813-228-246-616-510-231-618-762-633-914-549-599-731-171-264-771-175-249-562-445-333-827-732-627-202-833-377-823-516-106-768-291-822-655-665-465-514-686-810-438-649-625-741-426-184--1001
3 1203.899 989 1001-179-316-946-806-973-235-337-255-705-395-736-933-327-1000-280-879-815-892-635-788-941-47-194-924-646-458-907-875-638-53-115-13-758-572-431-974-282-322-843-874-296-413-214-858-660-281-210-848-303-338--1001
4 1154.991 803 1001-313-251-493-977-269-250-872-199-481-197-276-301-90-221-389-354-183-453-976-569-382-198-218-110-657-757-60-959-785-288-522-890-1-533-703-187-384-702-103-244-506-464-596-978-241-671-294-452--1001
5 1252.062 985 1001-348-738-32-605-718-598-67-502-310-985-253-831-619-146-971-905-609-166-701-901-601-505-104-981-117-570-663-591-784-114-824-138-756-331-383-473-173-258-480-960-326-497-470-518-617-746-507-328-860-300-243-366-541-521-526-273-137--1001
6 1551.831 998 1001-349-20-667-284-131-132-323-752-307-181-9-567-747-260-707-664-725-772-937-519-410-219-733-730-69-550-873-927-380-904-555-819-85-935-863-285-211-821-755-691-123-86-897-714-759-902-954-135-882-854-355-964-681-750-286-849-154-539--1001
7 1256.498 996 1001-350-381-336-606-113-193-608-449-650-447-847-673-457-450-319-344-500-488-620-148-630-538-776-783-357-800-531-412-298-856-425-119-64-91-769-40-590-952-792-990-622-900-409-68-429-185-949-157-361-690-675-589-3-402-100--1001
8 1010.638 989 1001-547-421-59-283-385-581-899-536-140-953-991-43-778-709-406-647-433-12-721-44-674-142-466-120-640-754-293-588-654-398-174-869-498-471-37-317-556-160-399-626-980-266-222-767-734-463-8-414-107-782-775-553-994-944-951--1001
9 1320.947 993 1001-624-704-623-871-347-262-749-928-403-28-893-584-151-102-153-552-559-669-643-720-834-234-853-742-496-708-659-274-636-676-717-948-65-637-245-373-25-206-862-408-969-684-586-379-97-441-537-639-152-568-779-230--1001
10 1310.987 979 1001-802-89-76-279-816-368-257-108-804-345-866-602-931-343-292-387-996-811-7-689-835-910-312-482-417-698-278-209-161-321-699-790-212-456-448-861-401-992-186-919-855-610-979-563-21-125-764-566-130-593-557--1001
11 1044.803 943 1001-803-576-793-512-825-11-340-770-794-829-886-877-443-424-908-223-342-78-975-642-885-35-79-105-693-308-761-367-369-797-685-233-136-632-365-94-311-363-31-942-926-289-582-679-50-839--1001
12 1260.368 954 1001-807-548-72-607-134-124-678-393-405-111-889-561-54-208-587-876-88-729-440-93-728-735-920-916-272-687-799-129-196-530-150-501-168-930-330-315-474-392-585-780-126-575-177-801-865-787-149-176-997-544-895-144-290--1001
13 1519.249 992 1001-818-490-204-22-826-644-180-845-765-418-48-628-906-460-777-891-236-932-51-16-737-696-868-240-407-527-883-10-485-634-796-305-169-504-17-970-789-841-939-461-774-918-967-52-558-545-697-118-966-859-394-375-225-934-400-415--1001
14 1454.796 987 1001-850-145-29-913-987-224-523-546-83-423-299-828-528-574-612-256-81-188-923-820-571-378-297-55-903-683-477-455-491-763-486-422-753-631-724-215-478-844-515-540-645-565-962-723-432-2-324-695-370-597--1001
15 1065.800 958 1001-887-39-983-469-476-740-668-867-306-42-911-239-611-938-857-963-915-182-45-579-909-995-613-706-238-814-666-143-360-362-30-62-232-955-304-302-277-748-49-318-629-57-56-71-492-495-397-329-662--1001
16 1115.210 880 1001-898-739-442-167-508-404-694-227-744-242-809-254-798-268-773-884-248-998-356-961-812-745-259-719-428-751-74-178-444-92-396-75-894-15-26-416-217-63-661-98-651-838-430-878-14-534-467-830--1001
17 1076.101 980 1001-921-73-594-846-205-677-351-968-988-680-33-760-61-459-314-162-945-263-840-864-836-99-122-621-156-388-958-972-688-940-837-956-509-600-353-82-715-451-101-511-513-420-726-604-189-374-529-727-58-716-487--1001
18 1564.698 997 1001-984-170-203-653-957-484-265-435-489-346-766-468-517-163-46-391-271-172-543-334-341-554-817-164-128-439-592-18-359-551-24-419-38-578-936-532-615-641-352-159-791-96-722-573-434-121-109-614-577-270-682-472-252-658-371-229-881-652-19--1001
19 1030.194 995 1001-986-80-275-743-437-41-325-648-786-446-141-339-70-672-309-267-158-851-656-524-84-842-595-925-133-147-295-711-795-77-943-947-535-499-781-237-922-670-376-525-712-427-475-965-127-216-692-190-165-27--1001
