total_number_routes=28
total_route_len=18343.007
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 670.998 700 1001-12-545-712-8-720-999-555-936-641-453-188-265-814-917-663-771-562-578-869-773-788-380-266-920-761-216-831-965-140-1-808-287-327-803-283--1001
2 650.679 660 1001-97-582-565-50-180-41-944-37-656-116-214-806-716-839-961-552-3-705-243-55-860-595-161-544-828-440-272-564-100-618-378-812-470-977-508--1001
3 647.414 700 1001-98-210-203-406-575-437-415-219-438-58-843-838-204-343-488-924-547-837-268-91-274-284-984-926-247-688-506-528-329-968-461-414-708-930-817--1001
4 812.413 680 1001-119-345-988-516-650-457-518-107-853-953-233-5-885-147-726-989-789-72-815-369-32-785-681-774-990-392-131-661-592-883-190-355-871--1001
5 692.990 670 1001-189-859-346-833-138-363-821-622-606-7-212-109-483-978-156-619-92-790-193-632-996-938-186-928-737-22-950-568-39-710-304-154-6-113--1001
6 722.032 690 1001-252-183-554-550-449-422-963-313-281-914-605-17-121-480-484-992-275-985-721-677-29-658-493-273-768-787-158-151-407-620-643-933-553-18--1001
7 823.070 670 1001-280-757-957-530-450-935-576-598-727-165-863-294-223-607-510-693-205-331-655-496-700-52-244-259-381-912-443-297-621-404-849-699-13--1001
8 753.735 700 1001-291-172-309-88-922-932-63-861-224-738-896-846-898-44-427-254-546-952-295-365-435-211-534-323-351-395-704-779-617-454-899-240-752-732--1001
9 798.504 700 1001-296-718-391-659-801-822-877-760-137-181-608-10-892-753-217-707-664-762-288-703-972-232-83-125-799-263-226-145-235-956-207-160-45--1001
10 735.980 680 1001-308-587-14-862-881-474-604-987-285-997-891-397-535-945-220-401-142-567-872-194-648-781-973-668-755-202-728-35-884-882-671-959-865-906--1001
11 488.078 700 1001-333-473-141-526-441-511-28-783-964-836-974-769-23-794-680-878-282-61-146-584-940-596-797-628-919-114-751-432-237-300-816-261-341-948-585-239--1001
12 704.764 690 1001-350-858-625-460-419-730-364-991-820-117-500-479-178-874-242-434-735-463-133-840-549-361-175-301-558-456-489-120-366-887-43-672-208-353--1001
13 658.725 690 1001-382-903-442-277-504-943-337-777-855-551-850-666-994-627-694-538-196-923-373-191-742-548-795-880-290-866-90-425-612-344-740-102-532-466-522--1001
14 580.975 700 1001-383-421-405-94-983-586-108-431-597-104-393-166-599-27-424-563-316-875-176-638-59-631-228-557-306-289-122-696-60-476-571-101-25-642-399-367--1001
15 527.685 680 1001-389-745-654-64-729-213-662-267-946-249-579-690-19-560-430-325-573-591-603-174-724-368-778-56-330-482-634-84-128-328-529-844-902-975-675-486--1001
16 670.143 680 1001-408-143-531-77-1000-749-455-499-164-201-909-70-678-918-124-876-685-465-451-894-701-416-910-11-515-864-706-715-770-319-477-370-409-759-490--1001
17 672.199 700 1001-445-942-423-155-495-134-49-34-471-468-772-908-818-824-171-485-791-583-396-144-986-725-65-832-192-30-766-372-410-954-179-439-48-66-796--1001
18 534.515 680 1001-472-420-610-970-376-635-539-684-601-524-623-971-481-886-525-736-103-848-40-593-168-270-505-955-135-897-893-74-683-636-231-691-334-629-21--1001
19 745.966 680 1001-509-394-580-689-339-86-889-132-475-825-413-669-512-148-262-501-541-800-79-436-54-879-537-357-523-679-93-311-16-260-507-805-687-979--1001
20 660.564 680 1001-590-111-673-379-197-776-640-38-258-95-572-951-250-278-253-206-857-809-856-209-941-444-127-371-888-574-711-904-780-765-299-433-386-177-222--1001
21 658.774 700 1001-651-342-73-352-67-827-78-96-746-652-491-187-960-390-494-184-748-533-527-709-633-336-2-153-36-68-615-503-830-215-324-478-637-452-447--1001
22 669.923 620 1001-665-241-561-62-229-459-786-257-462-76-426-307-251-895-167-763-199-129-33-802-502-695-754-467-360-87-418-464-747-657-377-112-458-841-947--1001
23 578.764 670 1001-733-823-967-417-356-589-835-130-230-722-359-303-446-106-269-385-159-362-195-400-26-854-347-682-536-169-939-53-246-185-105-916-649-221-702--1001
24 637.922 700 1001-792-993-298-670-322-110-566-697-520-569-320-995-375-469-286-982-870-4-411-852-556-514-85-594-498-123-966-624-714-497-931-492-46-611-667--1001
25 560.878 700 1001-804-713-170-867-513-236-559-890-542-900-292-428-126-907-403-374-20-521-764-245-775-519-348-958-47-312-80-99-310-115-118-31-335-731-577--1001
26 600.209 650 1001-826-279-929-338-9-981-810-238-448-630-218-305-227-744-927-42-782-614-851-969-653-998-200-847-326-692-834-354-807-962-182-15-600-149--1001
27 613.111 700 1001-829-911-613-540-913-314-905-647-937-255-758-811-398-915-57-429-234-162-340-71-24-750-741-358-198-51-868-412-517-152-734-317-248-644-719--1001
28 471.997 680 1001-921-387-767-318-674-602-271-798-743-639-739-901-660-543-756-723-570-487-717-136-813-321-69-980-581-173-616-75-646-402-349-276-163-934-819-793-384--1001
