total_number_routes=18
total_route_len=2707.345
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 203.283 200 201-5-180-84-191-125-4-82-60-72-128-106--201
2 155.607 200 201-17-67-90-2-43-193-46-10-95-158-34--201
3 178.925 200 201-21-23-182-75-163-194-145-195-52--201
4 204.366 200 201-32-171-65-86-115-94-51-174-136-189--201
5 99.020 180 201-45-178-85-80-31-25-172-77-41-20--201
6 131.559 200 201-48-26-152-40-153-14-169-89-15-105-198--201
7 134.126 200 201-57-118-83-143-176-36-33-121-165-188--201
8 107.887 200 201-62-120-19-192-196-97-96-130-28-74-149--201
9 165.835 200 201-93-55-58-184-199-37-138-102-146-68--201
10 102.058 170 201-101-144-119-166-35-126-71-9-1-99--201
11 110.074 200 201-113-73-129-11-6-122-139-13-175-39-107-78--201
12 180.125 200 201-114-159-38-150-22-151-16-140-187-142-111-63--201
13 100.532 190 201-131-44-173-154-24-61-100-64-27--201
14 169.570 200 201-148-103-197-124-141-69-200-110--201
15 195.188 200 201-161-104-18-54-185-132-7-181-117-49-81--201
16 115.886 190 201-164-66-147-160-47-70-12--201
17 151.271 200 201-170-134-50-156-112-168-79-29-87-42-123--201
18 202.034 200 201-177-3-88-8-186-127-98-157-135--201
