total_number_routes=19
total_route_len=30247.982
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1502.325 999 1001-6-993-220-454-73-594-513-451-459-61-760-33-988-968-700-358-195-543-334-573-341-554-817-164-128-439-592-388-156-621-122-261-242-201-989-335-560-483-99-927-205-374-189-725-287-772-937-69-529-727-664-320-716-520-487--1001
2 1555.048 999 1001-19-371-694-227-744-410-219-153-314-162-263-972-840-904-680-864-836-550-604-726-584-893-28-82-353-509-688-940-837-956-600-715-101-511-420-812-961-998-356-248-259-745-109-945-614-577-270-682-472-252-519-229-881-652--1001
3 1483.827 968 1001-36-662-39-983-469-395-705-563-7-910-736-327-1000-280-815-892-635-687-799-788-941-47-194-93-646-729-440-728-875-638-813-510-129-321-699-790-933-21-125-438-465-514-665-530-678-506-426-284-667-411--1001
4 1594.680 972 1001-113-193-446-786-455-491-831-141-712-718-32-738-29-987-523-546-83-423-216-528-136-632-365-233-797-94-311-363-369-31-289-942-926-969-408-862-25-416-217-63-98-856-838-651-430-878-792-534-675--1001
5 1304.777 950 1001-116-390-921-624-704-639-798-884-871-347-749-262-308-794-770-829-693-885-975-342-79-428-102-151-403-928-719-552-559-669-206-340-26-344-661-724-478-412-540-844-515-965-370-690-157-589-679-50--1001
6 1940.246 993 1001-139-364-386-660-703-155-832-192-228-246-616-150-231-288-959-757-218-282-974-13-110-657-176-175-249-562-445-333-827-627-861-823-291-516-448-401-992-186-919-566-456-655-822-768-735-599-907-171-731-762-202-544-126-177-865-53-787-330-144-290--1001
7 1766.330 975 1001-191-850-145-828-598-769-673-457-215-631-502-310-985-146-619-971-824-114-70-524-595-158-756-173-518-617-470-326-480-570-169-796-967-918-774-418-545-697-118-240-995-48-789-305-505-746-507-328-962-860-300-243-648-273-137--1001
8 1622.175 975 1001-313-251-493-436-112-479-846-677-351-564-197-276-936-517-468-271-172-391-163-18-551-641-578-24-419-982-38-532-615-352-85-863-159-791-722-123-434-121-958-96-200-23-713-247-359-46-213-226-999-66-707-207-58-542--1001
9 1327.467 850 1001-316-946-806-235-337-255-764-810-889-561-54-996-811-610-689-835-417-649-208-587-212-492-482-698-278-209-161-686-876-879-88-272-920-916-106-618-780-858-281-210-303-338-179--1001
10 1521.759 961 1001-349-20-973-741-476-244-132-323-752-307-187-816-283-385-42-225-362-360-814-143-963-721-44-674-955-398-804-654-266-647-734-222-767-140-8-911-463-406-304-232-859-394-302-277-748-57-56-312-625-329--1001
11 1281.990 987 1001-350-951-381-986-80-275-41-672-325-339-784-851-309-609-473-258-497-601-104-981-117-663-701-166-905-366-521-526-947-943-913-605-224-477-541-922-237-670-376-525-608-190-606-805-775-553-994-336--1001
12 1808.819 895 1001-475-67-449-650-447-378-571-820-847-776-538-274-620-488-708-717-877-92-373-15-443-424-853-742-676-659-948-496-636-148-500-637-245-396-178-444-78-74-97-35-105-886-65-908-441-537-568-779-230-870--1001
13 1636.576 999 1001-547-421-59-368-899-536-953-991-43-668-740-160-867-306-133-147-925-842-84-711-437-795-77-414-239-611-938-375-182-909-613-706-591-960-901-331-486-903-297-952-14-990-622-900-409-68-429-185-949-361-127-427-299-3-348-165-27--1001
14 1490.906 964 1001-802-89-76-279-37-257-108-640-754-120-345-866-602-49-709-142-433-857-180-666-915-966-62-30-466-778-293-588-174-931-343-387-292-629-318-626-869-498-471-317-556-399-980-71-979-855-495-130-397-593-557-294-912--1001
15 1675.657 960 1001-807-548-72-583-671-124-393-405-111-377-833-914-549-633-924-458-264-771-732-575-785-315-533-1-286-413-681-90-199-260-265-214-115-758-572-431-322-843-296-355-874-453-766-714-759-902-954-135-882-854-964-750-154--1001
16 1660.625 941 1001-818-490-782-204-934-22-826-295-644-12-845-765-970-777-939-238-236-932-16-52-737-51-558-696-868-485-891-628-579-45-407-527-883-10-906-460-634-17-504-461-841-656-267-138-781-499-535-743-581-107-400-415--1001
17 1853.956 1000 1001-880-977-269-849-872-481-301-221-332-4-929-917-852-462-658-152-367-761-685-167-442-582-508-404-809-254-623-268-773-684-586-643-720-834-234-223-751-642-379-733-730-873-380-555-819-935-285-211-821-755-691-86-897-808--1001
18 1679.248 922 1001-898-803-739-793-512-825-11-75-894-119-450-319-630-357-783-800-55-531-298-425-81-91-64-574-2-612-40-188-923-753-422-763-253-383-565-645-683-723-432-324-256-590-695-597-467-830-692-402--1001
19 1541.574 808 1001-984-170-203-653-585-435-522-198-382-569-489-346-183-354-957-890-976-389-747-34-567-250-181-9-384-131-702-103-134-607-596-464-895-168-501-196-978-241-930-997-149-801-60-474-392-484-494-372--1001
