total_number_routes=17
total_route_len=7255.849
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 419.754 700 601-25-37-19-253-533-383-132-366-471-271-70-434-274-288-299-319-54-310-477-513-374-139-33-231-421-360-446-475-379-98-416-390-529-191-57-514--601
2 452.925 700 601-34-409-550-281-590-522-506-467-399-321-538-425-5-470-184-27-146-454-112-215-367-103-315-136-581-355-262-256-120-133-391-163-509-388--601
3 487.069 700 601-63-208-161-404-496-507-447-500-489-499-81-539-104-338-257-91-473-557-48-395-326-344-185-466-183-413-380-463-131-368-66-491-535-328-228--601
4 472.907 700 601-94-282-376-333-240-357-518-358-586-92-105-449-266-410-389-502-484-294-574-140-115-419-47-109-560-236-330-29-424-495-465-546-336-372-343-3--601
5 360.623 640 601-110-347-474-135-212-56-67-313-553-196-265-153-229-21-220-137-501-570-356-572-211-345-218-121-451-578-73-72-530-457-468-545--601
6 354.835 660 601-111-517-573-362-511-558-205-97-260-337-6-351-483-123-36-82-433-59-595-268-429-485-263-587-172-84-100-503-580-300-166--601
7 393.485 700 601-151-352-116-309-459-255-320-248-230-342-456-258-597-599-335-386-476-582-568-350-497-71-219-298-486-126-443-589-214-77-551-515-516-569-596-564--601
8 426.114 670 601-152-169-58-426-78-418-143-176-154-80-427-149-293-401-119-592-42-460-552-276-364-88-579-567-270-396-565-478-75-453-264-224--601
9 296.874 650 601-199-223-541-209-594-384-200-452-521-249-504-346-74-51-113-510-164-428-289-85-575-160-225-165-180-241-306-420-107-177-305-392-254--601
10 464.018 690 601-203-542-280-397-488-269-312-340-64-448-598-173-534-117-423-273-175-60-318-217-490-385-157-438-1-302-407-398-9-55-190-147-444-156--601
11 539.349 650 601-222-430-554-134-563-251-155-221-18-536-145-204-375-11-527-227-371-15-125-442-62-284-311-158-481-334-479-32-234-122-101-138-584-114-377--601
12 387.487 650 601-261-493-79-188-412-252-283-226-106-171-316-520-369-439-450-525-329-487-308-519-213-187-297-2-585-279-359-170-43-286-317-144-239-437-16-247-544--601
13 526.172 690 601-301-243-40-431-382-547-272-296-99-332-13-186-523-402-150-462-498-537-528-198-181-387-17-577-393-417-373-96-179-324-174-540-216-41-325--601
14 396.923 650 601-464-24-327-593-182-142-414-83-168-192-61-524-548-482-245-543-8-148-549-201-202-90-277-458-189-242-508-141-159-285-23-20--601
15 460.042 690 601-469-331-207-39-461-436-46-10-14-194-494-178-237-290-566-505-370-278-405-65-583-314-600-348-44-378-556-415-76-235-341-571-93-193-102-45--601
16 363.175 700 601-559-52-562-441-35-295-210-162-26-394-31-287-455-246-555-411-38-7-291-128-588-275-233-435-292-303-232-206-244-86-403-53-354-422-408-4--601
17 454.097 700 601-591-472-195-87-532-432-406-440-250-381-124-323-12-361-30-259-267-304-49-480-576-531-197-445-561-512-68-69-353-349-50-108-127--601
