total_number_routes=56
total_route_len=14487.585
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 118.532 190 601-10-166-202-189-425-416-228-17-137-177--601
2 182.491 200 601-18-13-247-60-417-175-222-516-121-229-476--601
3 292.811 200 601-19-230-237-509-388-299-122-382-255-24-472--601
4 159.397 190 601-28-523-501-420-571-442-138-4-496-368-404--601
5 264.869 200 601-42-205-315-519-112-2-362-37--601
6 282.507 190 601-47-51-150-16-453-115-199-411-514-443--601
7 130.877 200 601-59-221-120-244-197-464-340-568-452-329--601
8 250.344 200 601-61-479-44-262-190-130-213-359-409-8--601
9 198.035 190 601-68-391-572-592-193-260-333-294-62--601
10 281.210 200 601-71-521-117-527-35-373-165-93--601
11 133.880 200 601-76-338-308-181-393-517-354-23-178-390--601
12 202.315 200 601-86-155-580-45-463-412-342-415--601
13 193.946 200 601-88-300-346-285-58-293-215-436-66--601
14 346.856 200 601-90-267-551-355-206-286-106-424-319-132-488--601
15 338.008 200 601-107-586-431-183-591-324-563-89-473-548--601
16 267.895 200 601-109-564-321-211-556-347-273-283-507--601
17 259.957 200 601-111-531-69-533-374-128-446-176-290-552-277--601
18 353.697 200 601-119-405-259-101-378-91-505-437--601
19 326.797 200 601-131-426-219-1-84-395-439-454-129-46--601
20 238.190 200 601-154-358-50-3-103-264-535-133-495-450-114-70--601
21 418.241 170 601-157-306-327-456-462-438-182-403--601
22 203.882 200 601-173-233-594-575-239-418-208-92-214-100-502-389--601
23 327.103 200 601-184-254-361-402-470-558-515-200-123-335--601
24 315.625 200 601-204-29-589-292-174-25-41-578-433-216-486-467--601
25 295.476 200 601-224-52-357-554-343-541-263-12-325-198-432--601
26 315.444 200 601-276-429-143-559-301-245-364-504-195-422--601
27 298.738 190 601-287-288-489-136-539-135-485-428-32-528--601
28 269.031 200 601-291-414-370-87-72-481-272-466-394-126-80-102--601
29 228.359 190 601-303-9-31-63-537-383-149-160-110-317--601
30 259.058 200 601-309-524-148-203-480-522-209-302-54--601
31 295.820 200 601-322-487-212-170-65-15-74-574-307-83--601
32 243.584 200 601-330-532-268-434-196-257-67-460-372-491--601
33 360.467 200 601-336-210-497-139-275-494-249-82-105-240--601
34 278.709 200 601-349-569-246-232-441-534-164-125-304-387--601
35 308.623 200 601-352-57-147-73-478-151-141-555-266-124-356--601
36 290.332 200 601-353-469-144-449-513-498-326-274-134-584--601
37 172.267 200 601-360-384-492-593-30-331-332-506-597-313--601
38 141.419 200 601-367-250-21-99-36-474-163-146--601
39 142.426 180 601-376-500-421-381-350-508-392-312--601
40 119.029 200 601-399-256-55-582-468-348-77-238--601
41 328.484 200 601-458-379-459-545-207-323-48-561-159--601
42 286.886 200 601-461-482-565-310-140-526-78-231-281-314-570--601
43 372.763 200 601-465-386-6-385-22-94-95-401-161-145-369--601
44 209.126 200 601-475-600-344-142-457-226-298-14-27-581-365--601
45 278.985 200 601-490-20-540-542-596-471-201-406-447--601
46 312.100 200 601-493-408-363-253-172-550-377-271--601
47 171.158 200 601-518-595-104-98-241-236-227-185-445--601
48 292.741 200 601-536-444-371-573-243-305-366-339-553-544--601
49 355.006 200 601-538-116-152-512-162-375-543--601
50 182.734 150 601-546-191-261-380-337-96-562-56-529--601
51 348.087 200 601-547-192-297-217-248-79-328-97-311--601
52 145.314 190 601-560-510-258-167-557-566-38-34-251--601
53 271.052 200 601-577-440-413-5-53-448-39-530-567--601
54 385.593 200 601-587-7-278-427-477-599-483-318-242-398--601
55 314.257 200 601-590-400-588-351-49-169-26-341-220--601
56 127.052 190 601-598-158-75-282-127-33-320-579-252--601
