total_number_routes=72
total_route_len=29910.181
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 571.577 199 801-5-390-213-620-699-778-262-550-292--801
2 453.925 200 801-26-749-798-12-38-542-687-628-663--801
3 493.513 195 801-45-105-720-154-625-516-104-260-257-454-495--801
4 336.891 195 801-50-60-48-179-167-222-168-397--801
5 517.471 200 801-67-691-127-35-112-392-683-771-193--801
6 207.643 200 801-78-80-184-238-146-208-137-765-740--801
7 361.822 196 801-85-605-498-442-162-770-55-601-352--801
8 463.190 200 801-89-486-800-345-617-27-549-52-679-215--801
9 412.810 197 801-94-604-268-54-366-177-436-93-304-340--801
10 349.896 197 801-148-790-223-703-784-791-291-622--801
11 463.417 200 801-209-163-772-741-594-540-552-508-42-140--801
12 329.253 197 801-211-259-377-323-662-682-383-788-532-361-138--801
13 349.416 198 801-217-395-697-402-743-692-718-695-444-677-524--801
14 238.910 198 801-220-652-776-65-152-24-87-388--801
15 571.049 199 801-228-779-175-18-79-229-311-523-75-568-210-72--801
16 491.960 197 801-243-20-585-246-756-251-132-321-273-126--801
17 166.258 197 801-247-64-332-578-144-349-239-475--801
18 314.359 199 801-266-493-100-499-116-86-659-593-609-7-409-224-362--801
19 455.146 197 801-281-693-441-293-742-722-580-218-455--801
20 98.544 156 801-296-187-279-483-632-775-525-204--801
21 602.821 196 801-297-334-496-750-123-738-539-57-368-364--801
22 585.391 199 801-299-365-747-160-348-328-99-156-325-654-443--801
23 538.004 200 801-302-751-19-571-706-164-724-400-254-595-199-49--801
24 459.474 199 801-303-606-507-634-421-649-95-660--801
25 431.991 198 801-309-398-113-174-729-701-336-464-159-244-762-744-438--801
26 409.606 197 801-315-31-607-68-40-248-556-512-581-298--801
27 484.344 198 801-318-32-513-547-734-708-562-477-71-308-84--801
28 241.733 200 801-335-396-528-200-194-610-482--801
29 204.273 200 801-351-339-173-277-158-794-698-329-34-16--801
30 393.468 200 801-353-457-700-420-135-310-190-232-360--801
31 453.610 199 801-357-185-8-774-445-119-70-29-124--801
32 473.177 200 801-382-621-161-355-125-367-319-566-188-391--801
33 555.199 199 801-384-290-627-590-418-551-272-650-689-295-374--801
34 514.434 198 801-386-474-544-661-196-451-553-219-759-612-88--801
35 447.238 197 801-411-128-419-565-760-406-573-333-646-702-716-579--801
36 392.872 199 801-412-404-757-415-56-469-645-626-723--801
37 197.245 198 801-430-91-651-484-673-129-83-785-599-783--801
38 503.157 198 801-431-343-501-422-671-118-378-122-359-108-739--801
39 407.115 200 801-433-62-101-450-754-324-558-13-36--801
40 331.525 192 801-439-301-265-344-509-502-572-114-216--801
41 468.708 199 801-446-170-181-252-69-753-221-657-648-4-424--801
42 530.930 199 801-456-242-186-141-429-733-77-354-389-253-476-582-730-289-178--801
43 602.228 200 801-461-171-492-533-432-256-587-350-151-145-284-630-192-369--801
44 324.090 197 801-463-317-608-264-561-97-674-567--801
45 608.780 200 801-470-631-530-434-203-526-407-614-705-313-30-427--801
46 299.504 200 801-481-613-155-102-98-577-6-276-767-197-206-106--801
47 423.414 200 801-500-180-76-490-283-726-172-672-142-468-711-557-326--801
48 445.727 197 801-506-294-642-347-675-191-797-690-305-637-435--801
49 414.945 199 801-510-611-459-14-480-503-235-117--801
50 491.501 200 801-518-780-669-372-47-521-285-82-207-214-139-623--801
51 477.067 199 801-527-417-342-234-280-447-312-9-478-74--801
52 298.741 199 801-537-452-453-212-403-169-752-666-131-59--801
53 326.620 195 801-559-546-331-63-41-479-686-380-635--801
54 572.644 199 801-576-721-665-379-768-488-428-271-664-96-182--801
55 381.357 194 801-598-644-341-694-1-381-245--801
56 180.768 188 801-602-250-157-25-658-538-786-737-408--801
57 442.563 200 801-615-633-624-465-769-792-781-449-261-107--801
58 309.519 199 801-636-647-536-423-519-504--801
59 418.091 199 801-668-597-531-10-44-22-136-286-346-394--801
60 410.411 199 801-680-437-147-520-618-732-522-278-17--801
61 306.700 200 801-684-653-130-603-489-584-153-110-782--801
62 496.536 200 801-685-569-589-51-201-471-491-205-543-387-755-150-458--801
63 385.766 199 801-688-275-337-21-393-712-237-306-535-189-638-529-371--801
64 625.656 200 801-696-655-640-322-373-793-249-307-564-143-227--801
65 374.705 192 801-704-681-425-466-494-241-799-548--801
66 453.982 199 801-713-282-472-320-511-133-165-735-109-575--801
67 301.780 196 801-717-375-497-678-710-300-487-709--801
68 235.601 198 801-725-61-467-448-736-81-58-258-267-274--801
69 435.910 200 801-727-639-643-92-73-473-413-166-440-410-103--801
70 601.876 200 801-746-270-385-707-714-426-616-11-401-263-545--801
71 460.199 200 801-764-230-761-233-363-43-570-514-485-370-120--801
72 530.136 200 801-773-766-748-316-46-795-327-670-715-255-149-53--801
