total_number_routes=23
total_route_len=11303.244
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 389.546 680 801-51-615-396-24-326-87-445-247-617-164-476-466-109-347-387-533-29-28-537-86-625-603-19-81-291-597-327-441-293-517-352--801
2 407.845 690 801-104-195-21-608-748-433-175-155-428-373-96-371-437-91-552-50-53-118-610-88-509-560-611-383-432-206-218-530-462-682-710-226-718--801
3 413.494 620 801-106-190-365-689-341-580-262-799-95-551-71-334-140-255-103-257-345-225-555-492-587-336-470-65-149-677-521-781-68-162-450-486-27--801
4 479.639 680 801-116-607-631-236-37-478-577-726-508-32-712-797-372-138-343-524-113-701-571-723-789-310-240-261-300-704-252-332-31-346-413-729-687-12-795-43--801
5 531.802 640 801-139-75-618-108-42-459-133-629-9-443-439-782-158-212-497-285-110-561-759-461-662-627-361-737-513-169-732-79-306-409-688-455--801
6 488.634 670 801-147-2-102-792-507-384-245-498-430-298-294-403-539-415-756-675-319-683-623-292-680-34-468-67-340-672-564-305-502-144-634-385-253-3-316--801
7 433.779 670 801-179-637-395-263-685-134-391-265-146-203-556-153-429-735-491-663-202-673-484-496-358-410-10-527-399-518-317-633-654-274-52-645-416-45--801
8 464.149 670 801-228-427-512-711-794-488-523-7-61-628-773-177-480-643-199-562-248-170-207-697-381-558-222-193-766-780-745-220-156-579-295-283-299--801
9 640.868 700 801-235-337-98-368-467-304-259-440-472-268-722-239-545-605-700-715-121-593-475-386-216-64-620-288-309-763-585-550-406-150-536-389-736-578--801
10 322.337 530 801-321-543-515-92-186-649-576-135-246-526-251-330-36-224-145-619-107-749-686-568-570-438-13-256-351-690-525-595-249-307-674--801
11 588.206 620 801-360-382-463-131-602-573-600-183-160-260-693-124-311-333-178-344-328-528-743-510-176-369-204-787-418-278-764-421-713-350-20-353-458-254--801
12 547.788 670 801-388-267-426-335-223-485-646-14-93-180-41-739-565-532-62-54-698-35-97-725-405-648-44-286-606-791-574-706-213-529-671-642-681-506-232--801
13 468.335 630 801-407-800-460-746-563-708-514-504-505-451-519-703-586-647-448-747-191-201-665-364-444-522-59-431-500-424-49-154-569-48-414-221-376-591-548-738--801
14 453.469 660 801-408-474-214-788-241-705-100-83-5-456-540-367-588-208-194-111-394-785-709-234-323-402-779-264-26-324-355-219-596-356-541-754-189-231-128-724--801
15 544.505 680 801-420-786-604-163-753-339-215-669-691-740-774-270-280-314-129-126-616-258-362-17-279-503-188-613-784-557-511-196-33-63-114-554-719-354-152--801
16 498.430 670 801-436-664-301-284-769-776-74-583-692-90-695-471-516-136-768-765-58-499-770-374-132-80-464-276-457-542-696-173-78-658-77-422-716--801
17 613.212 690 801-442-744-229-197-425-192-89-435-641-667-342-401-184-125-18-209-479-758-30-40-329-544-659-72-721-707-495-727-417-650-632-120-141-82--801
18 522.900 690 801-594-657-670-589-47-636-198-601-238-520-331-762-609-489-775-370-182-612-166-380-452-366-397-559-85-469-230-105-684-70-205-287-678--801
19 307.871 670 801-652-16-404-622-592-411-566-702-60-112-237-630-185-378-55-359-728-142-266-6-390-752-4-535-778-734-549-66-656-767-465-23-281--801
20 572.023 690 801-714-312-315-730-73-584-638-453-798-750-635-290-161-731-15-538-626-621-172-483-783-790-357-272-130-348-151-39-325-159-22-1-392--801
21 522.733 700 801-720-127-181-531-167-733-412-143-567-644-119-273-547-590-379-598-148-210-171-8-243-11-302-446-651-320-639-494-614-308-46-493-275-473--801
22 572.001 620 801-760-217-581-546-296-38-271-534-481-297-99-233-624-653-187-771-694-742-303-227-755-449-419-123-349-25-157-322-640-137-338-117-165-757--801
23 519.680 670 801-796-84-242-398-400-282-575-76-250-115-454-56-668-582-168-244-269-434-101-200-793-211-599-761-57-490-377-69-423-122-318-553-94-289-717--801
