total_number_routes=36
total_route_len=7688.734
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 181.244 199 401-2-165-97-266-138-123-52-170-370-141-47-159--401
2 219.918 196 401-13-368-248-218-171-223-274-88-54-395-365-176-387--401
3 243.937 199 401-15-11-341-302-394-382-174-185-314-166-154--401
4 234.850 198 401-18-33-86-268-137-339-294-300-124-231--401
5 228.667 195 401-22-254-311-37-240-83-81-66-212--401
6 208.205 200 401-44-287-134-24-30-260-320-281-264--401
7 90.669 197 401-93-143-296-256-23-76-32-363-214-357--401
8 261.976 197 401-104-232-392-148-251-275-253-209-325-221-38--401
9 226.434 200 401-107-207-168-118-65-224-226-26-53--401
10 348.118 197 401-121-222-55-236-247-16-309-227-216-244-80--401
11 151.774 199 401-125-282-259-63-304-306-269-142-203-131--401
12 234.654 199 401-136-400-181-297-380-1-364-271-109-111-291--401
13 207.984 198 401-144-396-272-129-267-340-367-115-92-327--401
14 206.588 200 401-145-377-199-362-233-258-31-366-101-237--401
15 235.077 200 401-146-42-139-263-79-122-29-183-135--401
16 224.848 200 401-155-73-351-192-112-249-326-74-197-132-390--401
17 284.551 200 401-162-305-286-57-246-356-157-338-64-229-220--401
18 144.374 199 401-164-313-196-127-316-243-179-173-126--401
19 153.310 192 401-186-383-150-245-217-369-178-120-376-28--401
20 208.925 194 401-194-333-69-78-40-372-130-62-6--401
21 78.901 196 401-211-75-169-140-72-318-349-161-213--401
22 228.599 200 401-228-156-342-71-51-292-27-303-198-354-19--401
23 209.597 196 401-238-204-330-324-91-385-347-5--401
24 191.285 198 401-250-359-95-205-189-67-50-149-290--401
25 203.954 200 401-276-49-374-56-151-373-307-34--401
26 189.634 197 401-283-147-68-230-265-113-96-94-45-99--401
27 219.455 198 401-288-295-89-4-239-110-345-195-279-10-235-206--401
28 199.697 196 401-308-337-312-257-388-160-379--401
29 245.199 200 401-315-278-9-381-299-335-82-152-200-397-371--401
30 364.660 198 401-323-255-25-21-215-175-70-48-336-102-293-98--401
31 247.140 200 401-328-298-100-280-87-389-116-289-350-234-225--401
32 208.961 199 401-329-193-262-322-41-59-167-358-153-84-14--401
33 279.843 200 401-352-285-334-261-191-163-20-105-310-119--401
34 168.716 200 401-361-317-39-210-355-177-375-391-332-117--401
35 141.320 192 401-393-85-242-344-3-108-360-90-348-77-277--401
36 215.668 198 401-398-270-46-128-106-252-43-353-386--401
