total_number_routes=23
total_route_len=10989.134
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 339.236 640 801-24-326-445-247-617-87-466-476-164-429-735-491-663-202-673-484-496-358-410-10-527-399-518-317-633-654-274-52-645-416--801
2 449.414 700 801-104-195-21-373-608-433-733-167-360-382-143-175-155-428-567-644-119-273-28-547-590-537-86-625-603-19-81-291-597-327-441-293--801
3 482.975 680 801-116-147-2-792-384-507-498-430-298-294-403-539-415-245-756-675-319-683-623-292-680-34-468-67-340-672-564-305-502-144-634-385-253-3-316--801
4 534.491 670 801-139-75-106-618-108-42-459-133-629-9-443-439-782-158-212-497-285-110-561-759-461-662-627-361-737-513-169-732-79-306-409-688-455--801
5 407.561 700 801-179-127-637-153-556-203-685-263-395-134-391-265-146-379-598-148-210-171-8-243-11-302-446-651-320-639-494-614-308-46-493-275-473-772-45--801
6 354.795 570 801-186-515-92-649-246-526-135-576-420-224-145-36-330-251-619-107-749-686-568-256-109-347-29-387-533-351-690-525-595-249-307--801
7 406.817 630 801-190-365-689-341-580-262-799-551-95-71-334-140-255-103-257-345-555-225-492-336-587-470-65-149-677-13-781-570-438-68-162-450-486-27-477--801
8 454.186 570 801-214-705-100-83-5-456-540-367-760-208-194-111-588-394-785-709-234-323-402-779-264-26-324-355-219-596-356-541-754-189-231-128-724-313--801
9 555.759 660 801-235-427-228-388-267-426-335-223-485-646-41-739-565-532-62-54-698-35-97-725-405-648-44-286-606-791-574-706-529-213-671-642-681-578-174--801
10 560.753 700 801-321-543-798-453-638-635-750-584-73-730-290-161-731-15-538-626-366-452-621-172-483-783-790-357-272-130-348-151-39-325-159-22-1--801
11 480.188 680 801-337-711-512-14-93-180-259-440-304-368-768-136-516-471-695-90-499-770-562-80-132-374-457-542-696-173-78-658-77-422-767--801
12 350.966 690 801-396-615-51-408-474-788-91-437-241-371-96-552-50-53-118-610-88-509-560-611-383-432-206-218-530-462-682-710-226-718-741-655-352--801
13 464.499 630 801-407-800-460-746-563-708-514-504-505-451-519-703-586-647-448-747-191-201-665-522-364-444-59-431-500-49-424-154-569-48-414-221-376-591-548-738--801
14 453.265 670 801-436-664-301-284-769-776-74-583-692-177-480-643-199-58-765-773-207-170-248-464-276-697-381-558-222-193-766-780-745-220-156-579-295-283-299-482--801
15 612.806 690 801-442-744-229-197-425-192-89-435-641-667-342-401-184-125-18-209-479-758-30-40-727-329-544-659-72-721-707-495-417-650-632-120-141-82--801
16 474.228 670 801-607-631-102-726-577-508-478-37-236-32-712-797-372-138-343-524-113-701-571-723-789-310-240-261-300-704-252-332-346-413-31-729-687-12-43-795--801
17 285.262 650 801-652-16-404-622-592-411-566-702-60-112-237-630-378-185-55-359-728-142-266-6-390-752-4-656-535-778-734-549-66-23-281--801
18 520.034 690 801-714-312-315-594-657-670-589-47-636-198-601-238-520-331-762-609-489-775-370-182-612-166-380-397-559-85-469-230-105-684-70-205-287-678--801
19 559.070 630 801-720-181-531-463-131-602-573-600-183-160-260-693-124-311-333-178-344-328-528-743-510-176-369-204-787-418-278-764-421-713-350-20-353-458-254--801
20 573.503 640 801-748-412-217-581-546-296-38-271-534-481-297-99-233-624-653-187-771-694-742-303-227-755-449-419-123-349-25-157-322-640-137-338-117-165--801
21 539.174 680 801-786-604-163-753-339-215-691-740-774-270-669-314-129-126-616-280-258-362-17-279-503-188-613-784-557-511-196-33-63-114-554-521-719-354-152--801
22 610.471 700 801-794-488-523-7-628-61-98-467-472-268-239-722-593-545-605-700-715-121-475-386-216-64-620-288-309-763-585-550-406-150-536-389-736-506--801
23 519.680 670 801-796-84-242-398-400-282-575-76-250-115-454-56-668-582-168-244-269-434-101-200-793-211-599-761-57-490-377-69-423-122-318-553-94-289-717--801
