total_number_routes=36
total_route_len=7764.222
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 258.112 200 401-5-160-337-330-143-215-46-147-153-89-166--401
2 240.085 200 401-17-326-214-355-117-247-162-320-168-283-289-158-104--401
3 216.169 200 401-23-371-38-333-111-194-363-251-316-276-142-356--401
4 237.116 200 401-33-52-380-85-328-177-95--401
5 236.741 200 401-56-182-236-61-218-11-369-110-35-223--401
6 207.555 200 401-63-121-233-173-161-120-134--401
7 171.565 200 401-92-266-398-66-277-325-368-37-20--401
8 186.303 200 401-94-54-180-179-146-268-79-308-339-224--401
9 155.645 200 401-97-255-29-157-47-299-305-219-198-249--401
10 208.363 200 401-102-69-222-159-304-71-113-211-59-253--401
11 196.729 200 401-105-155-395-361-272-306-377-124-2-347--401
12 232.974 200 401-112-135-70-302-201-25-96-49--401
13 218.837 200 401-114-348-235-388-281-129-263-176-137-384-44--401
14 137.130 200 401-126-115-340-373-167-148-378-164-367--401
15 273.003 200 401-186-154-381-202-342-319-21-346-45--401
16 247.329 190 401-189-174-390-271-244-57-48-345-98-250--401
17 256.010 200 401-267-141-252-370-274-138-170-4-190-275-240-9--401
18 101.514 200 401-286-88-217-209-185-10-152-336-106--401
19 223.087 200 401-287-31-362-108-248-171-243-239-192-128-27--401
20 232.395 200 401-292-226-109-172-26-350-282-352-40-183-123-75-228--401
21 277.085 200 401-298-87-39-67-307-396-242-259--401
22 370.148 200 401-301-280-392-169-237-73-321-291-16-136-317--401
23 215.486 200 401-303-144-24-93-229-204-295-103-220-122-86--401
24 181.104 200 401-322-221-284-351-191-349-130-372-91--401
25 223.124 200 401-324-156-133-210-382-338-256-205-270-151--401
26 182.036 200 401-332-310-165-262-400-379-312-246-81-197-8-43--401
27 197.862 200 401-334-216-358-195-285-18-238-297--401
28 208.508 200 401-335-385-199-82-296-359-254-293-60-53-313--401
29 151.650 200 401-343-269-64-208-145-318-175-3-184-99--401
30 237.238 200 401-357-77-74-394-68-14-288-6-178-327-386--401
31 267.581 200 401-360-12-314-279-90-196-399-132-22--401
32 209.324 200 401-366-150-83-193-19-55-50-383-131-261-213--401
33 266.919 200 401-374-181-389-1-116-127-245-65-62-32--401
34 128.780 200 401-375-149-101-206-257-300-13-15-76-311-7--401
35 190.049 200 401-387-278-78-231-188-125-225-323-34--401
36 220.667 200 401-397-72-203-365-273-341-207-187-200-119-232-42--401
