total_number_routes=72
total_route_len=31476.280
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 463.017 198 801-16-431-788-501-364-682-1-136-22-597-368-719--801
2 447.962 198 801-32-646-147-520-618-513-547-71-308--801
3 219.558 200 801-37-134-87-24-277-794-698-329--801
4 270.973 191 801-61-81-615-731-110-782-58--801
5 418.471 200 801-64-643-92-642-73-473-413-178-166-440-374--801
6 439.806 192 801-68-358-209-248-400-254-556-512-581--801
7 279.369 198 801-83-598-98-577-767-197-259-206-481-106-91--801
8 572.158 199 801-116-557-163-772-741-75-545-263-11-401-199-595-49-711--801
9 599.411 197 801-138-511-320-472-4-648-753-69-739-759--801
10 343.815 190 801-148-684-399-622-457-677-692-113-298--801
11 469.905 195 801-176-101-661-754-544-621-161-551-272-474-755--801
12 316.297 198 801-183-217-395-697-402-243-718-174-7-666--801
13 179.463 194 801-187-78-80-238-2-314-632-775-525--801
14 350.314 200 801-211-276-377-694-245-381-39-6--801
15 377.600 199 801-215-291-791-784-449-261-107-633-52--801
16 465.460 197 801-220-713-553-799-494-548-592-391-241-62-150-458--801
17 339.096 195 801-224-59-31-607-593-326-659-86-609--801
18 337.276 199 801-239-487-344-572-502-300-509-710--801
19 509.671 200 801-242-186-141-227-429-733-354-389-77-305-435-606--801
20 423.349 199 801-247-114-8-774-445-649-95-660--801
21 494.938 200 801-264-411-437-770-278-139-732-522-17-656-414--801
22 405.700 199 801-266-740-493-100-48-179-167-42-663-715-745--801
23 515.188 200 801-281-766-748-316-46-795-12-628-552--801
24 589.210 200 801-292-418-620-590-699-262-778-793-730-289--801
25 448.186 199 801-296-265-29-645-580-218-757-626-56--801
26 730.004 198 801-297-284-145-151-432-256-587-768-123-738-516-630--801
27 491.178 200 801-303-185-634-637-421-690-347-216-583--801
28 316.709 197 801-315-302-309-653-438-353-130-603-489-524-398-225--801
29 273.453 198 801-351-658-463-613-102-155-560-785-129-673--801
30 306.729 194 801-357-717-506-375-497-678-709-563-349--801
31 471.871 199 801-360-244-251-420-135-246-159-336-464-701-20--801
32 547.203 200 801-365-477-708-734-562-214-614-705-285-521-82--801
33 490.661 197 801-386-382-5-319-196-188-324-450-451--801
34 558.327 198 801-394-343-96-171-271-533-492-750-10-383--801
35 505.900 195 801-396-366-67-486-617-27-781-126-3--801
36 478.865 197 801-404-26-670-798-38-542-687-76-490-283--801
37 547.270 197 801-409-751-585-724-164-706-571-19-40-695-729--801
38 463.753 199 801-415-693-773-742-293-441-722-124-405-455-629--801
39 621.488 194 801-427-683-530-434-203-193-526-407-160-654-443--801
40 307.539 197 801-430-339-173-170-735-109-361-575-158-338--801
41 555.633 200 801-433-636-647-290-689-295-198-191-675-507-119--801
42 312.816 196 801-439-765-50-752-763-222-397-168-667-591--801
43 420.958 198 801-446-704-165-133-66-181-252-422-286-346-555--801
44 223.053 192 801-475-456-519-103-504-332-578--801
45 390.385 199 801-505-758-790-223-703-310-700-762-190-232-584-153-586--801
46 561.058 200 801-508-500-540-568-18-79-523-311-229-175-228-72-327--801
47 625.658 199 801-515-696-627-655-640-253-322-373-249-307-564-143--801
48 455.549 200 801-518-63-41-84-780-611-459-14-623--801
49 492.258 196 801-527-417-45-342-720-234-280-570-447-514-485--801
50 251.796 198 801-537-184-452-453-212-403-169-356-146--801
51 506.711 198 801-546-686-470-631-235-240-503-669-480-436--801
52 379.292 200 801-554-275-535-712-393-189-337-128-674-567-460--801
53 327.416 197 801-559-380-117-601-534-55-528-610-482--801
54 521.254 198 801-576-461-721-657-359-108-122-378-118-671--801
55 212.608 200 801-588-538-157-25-484-651-786-737-408--801
56 603.188 200 801-589-51-471-650-125-390-355-213-367-566-219-282-612--801
57 342.715 200 801-602-331-85-605-498-442-162-702-579-111-97--801
58 502.057 197 801-624-465-769-792-549-273-321-132-756--801
59 505.461 199 801-639-685-201-491-205-476-543-582-550-387--801
60 316.353 199 801-652-776-88-462-681-65-152-388--801
61 499.468 198 801-662-531-44-539-260-105-154-625-104-57-257-454-495--801
62 584.195 200 801-668-369-192-334-496-665-379-488-428-664-182--801
63 239.649 200 801-676-796-448-194-200-736-258-267-274-33--801
64 430.188 198 801-680-716-419-565-573-760-406-333-21-638-529--801
65 464.747 200 801-723-749-255-149-180-594-726-172-672-142-468--801
66 388.400 189 801-725-335-604-268-54-89-93-340-352-635--801
67 330.883 197 801-727-384-536-13-558-36-466-15--801
68 663.447 200 801-747-207-47-99-30-325-156-328-348-313--801
69 468.372 198 801-764-230-761-363-43-233-312-608-317-226--801
70 615.077 188 801-779-270-426-616-385-707-714-746-210--801
71 370.206 199 801-783-120-644-341-9-237-306-478-688--801
72 528.285 200 801-800-345-691-127-35-112-392-416-771--801
