total_number_routes=19
total_route_len=2775.478
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 128.741 200 201-20-41-85-80-13-43-2-90-67-39--201
2 178.925 200 201-21-23-182-75-163-194-145-195-52--201
3 109.051 190 201-30-120-19-192-196-97-14-96-130-28-74--201
4 202.632 180 201-32-171-65-86-115-94-51-174-136--201
5 97.454 190 201-45-27-173-154-24-31-25-172-77-110--201
6 151.174 200 201-48-170-134-50-156-112-168-79-29-87-42--201
7 204.845 200 201-55-177-3-88-8-186-127-98--201
8 179.485 180 201-57-60-82-180-84-191-125-4-72-188--201
9 93.776 190 201-62-131-44-102-146-68-76-61--201
10 133.207 190 201-78-118-83-143-176-36-33-121-165--201
11 194.189 190 201-93-161-104-18-54-185-132-7-181-117--201
12 102.058 170 201-101-144-119-166-35-126-71-9-1-99--201
13 99.341 120 201-113-73-12-129-11-6-122--201
14 180.125 200 201-114-159-38-150-22-151-16-140-187-142-111-63--201
15 115.177 200 201-116-164-66-147-160-47-91--201
16 170.634 200 201-148-103-197-124-141-69-200-100-64--201
17 166.383 150 201-155-175-135-58-184-199-37-81-138-137--201
18 124.259 200 201-178-133-26-152-40-153-169-89-105-15-59--201
19 144.022 180 201-190-5-10-193-46-128-106-167-34-95--201
