total_number_routes=12
total_route_len=3865.646
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 314.878 600 401-31-49-51-239-211-292-333-188-171-152-210-339-185-397-375-251-12-68-279-316-322-42-231-8-305-381-209-234-243-71-48-361-390-286--401
2 389.279 640 401-62-89-36-323-64-387-84-20-347-128-157-202-156-50-198-113-142-206-95-327-5-223-78-10-168-334-394-45-55-111-81-396--401
3 311.720 690 401-75-216-115-262-177-337-133-119-137-140-293-182-124-18-250-120-274-26-299-268-196-306-214-267-136-57-376-207-303-215-145-368-318-72--401
4 268.352 650 401-162-213-391-174-27-22-218-15-28-351-297-101-359-29-205-143-232-184-245-219-155-336-217-393-301-66-242-195-98-246-363--401
5 323.161 630 401-238-37-371-35-127-321-236-358-253-254-178-248-172-103-58-193-108-187-132-199-24-338-3-77-230-244-233-33-282-317-314--401
6 343.685 600 401-276-225-367-290-309-235-227-180-287-298-83-295-169-263-14-304-384-46-173-102-4-228-220-91-400-342-79-328-356-315-257-288-320-138-294--401
7 276.689 570 401-324-296-25-170-144-191-362-129-313-302-222-114-369-94-112-117-44-159-125-183-382-17-65-330-392-366-265-96-221--401
8 239.848 550 401-325-21-240-154-34-189-275-357-2-284-370-100-7-212-283-260-237-352-151-59-19-319-308-307-259-92-38-364-88--401
9 323.613 630 401-331-256-379-146-73-163-349-97-60-389-272-122-360-186-350-141-386-201-32-123-13-285-380-47-160-289-121-181-74-365-378--401
10 386.272 670 401-345-203-1-67-53-372-224-104-353-264-139-190-385-194-278-54-399-281-229-80-226-87-200-158-310-261-273-30-153-161-326-344-354-76--401
11 353.209 670 401-355-166-23-9-175-192-346-377-105-110-348-149-374-204-39-395-311-179-300-291-165-135-134-63-107-43-85-277-332-90-126-56--401
12 334.941 660 401-383-252-147-341-329-269-335-271-388-69-249-398-197-93-373-241-148-208-11-280-258-41-116-343-312-118-130-86-52-270-6-247-131-164-40-70--401
