total_number_routes=15
total_route_len=14468.665
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 1071.540 906 801-36-778-209-439-399-332-30-600-9-211-733-78-310-575-223-306-152-421-258-104-220-589-231-403-308-789-580-490-715-119-117-68-65-583-567-564-623-574-783-726-405-699-217-137-280-285-18-155-296-795-418-176-143-609-541--801
2 841.544 999 801-71-472-110-591-428-492-346-584-573-496-708-668-491-660-264-287-637-779-662-635-410-516-466-13-6-711-588-453-760-561-251-499-530-317-302-267-374-397-414-112-630-113-148-729-283-381-172-11-64-126-255-22-276-239--801
3 806.495 938 801-165-446-420-76-99-356-93-661-704-521-394-114-358-373-790-37-75-309-212-518-793-759-756-628-419-69-95-62-515-599-90-537-540-58-558-681-494-413-740-775-687-284-388-579-154-488-615-390-213-216--801
4 1156.410 997 801-175-543-145-162-436-130-229-640-385-89-424-39-201-325-345-454-791-103-675-470-270-554-607-402-289-684-109-707-722-694-139-665-164-347-182-700-228-184-215-263-517-451-357-293-153-292-566-333-786-33-467-131-741-321-597-116-150--801
5 951.905 987 801-191-254-480-534-432-163-2-42-395-272-701-398-546-386-725-122-674-141-341-431-471-327-407-244-677-12-235-342-738-498-115-735-242-353-1-41-249-452-279-636-769-427-98-246-80-85-552-79-673-679-48--801
6 1070.015 992 801-268-763-742-610-7-354-401-655-120-352-106-70-282-127-633-754-777-465-672-747-170-291-257-189-601-196-593-136-688-455-622-195-594-587-749-612-648-277-376-770-430-459-618-181-200-372-550-659-469-370-221-74-510-638-444-241-359--801
7 781.291 985 801-319-301-132-303-479-703-256-197-179-613-691-493-526-265-544-252-445-705-718-606-545-128-551-87-88-617-23-508-520-596-261-318-642-650-425-800-233-371-53-605-204-794-245-369-657-5-761-91-364-210-745--801
8 1063.227 891 801-412-547-218-577-604-389-208-504-300-719-35-311-478-330-240-375-475-294-693-174-47-307-100-107-20-647-173-28-433-313-49-259-654-658-696-667-178-25-536-799-205-442-721-24-535-709--801
9 974.235 964 801-437-73-766-349-236-690-52-3-784-737-692-391-652-368-697-495-379-133-582-10-598-683-744-631-463-450-149-29-503-147-161-586-785-776-644-234-570-483-328-348-83-611-462-144-423-750-298-266-202-422-489-230-199--801
10 886.691 990 801-507-331-247-485-366-135-214-702-751-315-160-796-798-102-237-505-312-426-57-15-355-724-17-608-46-651-59-447-101-362-232-695-4-765-743-408-730-768-502-188-43-417-676-682-670-377-40-384-456-118-486-335-392-731-748--801
11 755.034 983 801-523-755-710-728-411-60-440-271-129-522-337-532-509-484-138-222-67-281-717-512-656-219-542-525-326-27-767-666-248-140-121-238-524-334-224-514-171-322-643-578-290-639-250-476-678-167-734-336-780-787--801
12 948.790 869 801-528-32-316-55-616-393-685-343-585-449-51-620-781-183-72-166-758-351-458-435-225-38-634-159-409-243-438-187-487-571-680-50-527-649-61-560-338-206-361-448-123-77-378-531-8-782-180-464-468-84-305-367--801
13 1045.042 981 801-562-360-736-548-314-320-669-632-752-54-323-563-727-45-641-198-31-626-686-506-460-559-350-539-533-592-757-383-190-595-168-762-151-519-344-382-329-415-792-299-753-253-185-664-621-19-56-698-44-461-625-771-226--801
14 1030.010 994 801-764-156-645-671-142-105-513-441-94-416-203-553-572-177-387-260-739-473-275-716-86-497-400-97-124-404-538-788-557-340-689-16-134-797-297-723-262-482-653-569-474-663-274-34-555-304-501-556-269--801
15 1086.437 911 801-772-443-713-288-746-227-26-96-529-14-590-720-614-774-549-481-732-576-511-646-565-363-21-581-324-207-125-712-406-619-295-194-273-157-192-603-434-66-81-706-158-627-629-624-92-186-108-339-429-602-146-477--801
