total_number_routes=15
total_route_len=12855.021
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 947.433 1000 801-139-192-483-217-365-253-759-541-388-302-547-341-746-235-479-709-602-415-717-119-702-628-214-549-554-171-195-269-426-774-196-77-799-410-232-157-531-491-504-361-339-758-115-782-292-427-471-615-689-172-93-791-79-293-407--801
2 780.620 997 801-194-788-67-144-321-490-536-562-286-710-781-446-413-460-52-116-522-790-461-705-435-355-691-666-789-686-66-492-761-674-510-59-252-800-285-670-204-753-324-586-135-469-414-220-424-174-180-296-672--801
3 873.658 922 801-273-268-82-277-288-442-515-49-458-551-150-325-724-488-271-114-425-511-769-19-542-438-745-342-78-470-308-762-695-120-249-60-565-310-193-167-36-530-401-188-573-456-314-55-395-329-254-750-240-368-553-559--801
4 849.714 976 801-290-95-101-118-357-385-599-693-740-428-378-735-574-211-719-699-65-726-621-649-250-387-632-495-664-390-256-713-445-69-134-677-540-537-75-480-682-648-170-313-121-467-441-209-730-54-631-396-251-667-521--801
5 742.216 911 801-331-381-580-216-405-191-581-757-210-783-263-650-605-117-780-37-546-8-394-736-333-84-714-265-330-685-262-130-610-675-671-588-499-737-347-112-367-412-124-38-226-141-603-39-793-712-614--801
6 857.948 998 801-344-267-505-459-100-420-634-343-729-153-340-18-366-305-338-168-535-517-373-111-421-129-655-231-351-508-626-105-454-322-7-163-345-151-90-697-779-363-107-408-138-354-478-578-633-443-379-96-612-627-498-433-432-334-242-239-128-244--801
7 803.658 782 801-437-377-389-89-640-221-489-228-183-382-287-585-103-477-25-184-56-589-722-175-539-692-11-741-207-15-572-10-453-785-416-278-185-199-53-528-45-658-579-315-5-233--801
8 782.250 837 801-452-526-571-16-681-164-575-359-552-698-364-213-763-668-529-258-486-777-22-109-721-294-318-391-474-534-179-646-133-430-795-550-484-222-374-771-159-660-760-527-411-764-264-591-50-696-46-44-279--801
9 922.786 981 801-493-1-71-618-161-74-371-555-393-68-566-275-205-636-87-772-525-88-450-794-337-641-447-181-350-327-680-556-189-125-123-786-319-99-61-742-787-608-509-186-468-142-147-276-260-593-21-41-629-299-81-35-423-316-13-418-20-647-609--801
10 843.678 988 801-507-131-383-497-643-548-422-106-778-234-773-496-51-91-169-708-28-104-304-751-732-796-289-656-245-597-122-798-743-26-29-715-645-298-241-607-323-797-335-198-439-624-326-178-725-156-564-756-223-397-201-464--801
11 942.736 978 801-544-400-403-12-399-755-317-687-152-352-255-360-768-370-200-665-487-398-688-353-752-748-356-600-281-73-102-617-500-560-162-431-738-613-190-404-43-307-406-92-727-543-679-716-706-42-149-523-644-145-642-143-80-219-694--801
12 962.042 951 801-561-518-718-108-630-449-734-635-503-622-62-463-654-259-516-3-392-6-651-513-257-545-311-203-683-132-558-154-261-754-538-369-472-346-309-86-165-97-238-563-14-212-303-246-85-570-300-568-272-703-512-684--801
13 900.328 998 801-653-590-57-623-611-784-94-70-136-218-2-620-652-23-202-429-583-625-312-177-723-776-320-9-557-444-98-301-502-707-577-465-596-619-110-766-473-455-434-155-247-448-126-266-386-587-227-362-30-569-148-284-720-348-76--801
14 786.460 982 801-749-215-248-747-291-31-372-24-514-419-733-27-4-63-663-616-48-376-475-582-140-765-274-295-349-33-661-336-595-173-690-673-283-182-598-332-792-64-731-476-678-462-187-270-601-160-700-176-32-58-380-482-282-440--801
15 859.492 929 801-775-236-208-297-137-409-744-576-358-166-229-40-728-243-533-657-197-639-659-594-466-711-506-280-606-402-637-519-34-306-770-704-457-146-739-206-494-83-17-158-567-676-638-524-230-701-669-113-532-662-225-72-604-375-501--801
