total_number_routes=72
total_route_len=33412.030
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
1 380.802 200 801-7-610-742-763-268-677-498-738-427-769-636--801
2 492.884 200 801-32-218-35-719-300-574-726-699-405-217-418--801
3 228.730 200 801-36-288-549-774-614-720-746-227-590-14-529-26-96-568--801
4 498.250 199 801-67-749-587-594-195-622-688-136-593-196--801
5 374.648 200 801-73-766-472-71-12-115-246-98-241--801
6 560.609 200 801-99-481-732-733-78-295-619-567-623--801
7 579.827 200 801-156-582-29-744-387-16-797-153-292-657-5--801
8 597.749 200 801-161-270-554-743-408-302-113-112-630-43--801
9 583.774 198 801-174-47-307-100-107-654-658-510--801
10 266.217 200 801-175-692-436-162-145-543-331-392-335-111--801
11 721.682 200 801-177-31-626-404-538-204-605-81-269-602-429--801
12 625.356 200 801-187-50-527-338-206-361-280-285-18-137-531-84--801
13 474.329 200 801-191-668-334-666-767-27-326-224-322-643--801
14 565.123 200 801-197-179-613-705-128-596-261-66-794-245--801
15 446.307 200 801-209-55-758-351-571-487-680-783-579-154-213--801
16 511.802 200 801-237-608-46-651-59-447-101-362-695-414-131-126--801
17 388.101 200 801-247-160-315-751-702-214-135-586-417--801
18 232.511 200 801-254-432-42-395-701-272-386-546-398-249--801
19 311.763 200 801-264-410-516-635-637-779-662-570-118-731--801
20 626.453 200 801-271-294-693-20-647-173-28-372-659-469--801
21 591.025 199 801-275-473-260-739-134-402-566-597--801
22 482.800 200 801-301-45-686-350-539-533-383-757-592-800-158--801
23 411.263 199 801-309-793-759-62-95-756-212-518-273-413--801
24 319.540 200 801-316-616-685-343-585-449-51-166-72-620-781-183-452--801
25 555.574 199 801-318-23-508-551-642-233-371-53--801
26 558.158 200 801-319-506-559-460-650-425-434-185-664-629--801
27 575.603 200 801-341-674-122-407-471-327-240-475-550-74-488--801
28 427.385 200 801-346-287-660-491-524-639-578-476-250-678-734--801
29 462.813 199 801-356-76-420-132-479-151-168-762-595-653-555--801
30 387.683 199 801-360-736-548-314-320-669-632-54-323-198-723-297--801
31 522.427 200 801-366-102-426-17-232-397-374-267-172-381--801
32 228.775 200 801-368-450-149-503-147-631-683-598-10-463--801
33 456.459 200 801-385-89-103-675-454-730-768-502-676-255--801
34 367.163 200 801-393-458-435-159-409-243-438-225-38-634--801
35 492.099 200 801-399-258-220-589-231-403-715-580-119-117-155-296--801
36 406.221 200 801-400-497-86-716-557-689-340-788-124-97-369-501--801
37 343.098 200 801-411-532-509-70-219-328--801
38 467.397 200 801-412-244-431-235-342-279-79-552--801
39 638.422 200 801-437-229-345-184-109-164-665-139-215-467-741--801
40 518.454 200 801-443-713-421-363-712-581-775-687--801
41 310.682 200 801-446-165-75-37-790-373-661-194--801
42 676.872 200 801-465-672-601-648-612-277-200-313-181-444--801
43 414.236 200 801-466-13-453-561-251-317-530-499-290-167-780--801
44 658.568 200 801-470-4-765-263-357-451-517-786-33--801
45 359.494 200 801-480-163-129-522-440-60-337-618-1-41-679--801
46 547.958 200 801-484-754-777-291-170-747-282-633-127-144-750-298-442--801
47 542.291 200 801-515-540-58-558-494-537-681-382-299--801
48 409.587 200 801-523-728-717-281-222-138-770-376-462-266--801
49 403.773 200 801-525-121-238-140-248-514-171-348-611--801
50 641.377 200 801-528-439-152-104-490-789-308-448-123-77-378-782-464--801
51 610.233 200 801-534-2-375-433-259-667-536-178-25--801
52 522.496 200 801-544-252-445-718-606-545-265-603-627--801
53 328.043 200 801-547-577-478-311-604-389-208-504-388--801
54 335.175 200 801-562-645-142-441-572-752-262-34-761--801
55 439.732 200 801-565-646-511-576-21-324-207-125-406-92--801
56 568.375 200 801-573-496-708-542-257-189-455-49-696-202--801
57 331.837 199 801-584-492-428-591-110-483-380-359--801
58 543.778 200 801-607-707-694-722-700-228-182-347-684-289-293-333--801
59 411.012 200 801-640-505-312-57-15-355-724-188-670-682--801
60 609.856 200 801-641-190-691-493-526-415-753-253-56-698--801
61 594.477 199 801-649-560-61-68-65-564-176-143--801
62 361.430 200 801-671-105-513-563-727-482-274-486--801
63 317.313 200 801-690-236-3-784-52-349-507-485-644-776-785-234--801
64 548.768 200 801-703-256-520-87-617-88-19-621--801
65 435.169 200 801-704-521-114-358-419-69-628-90-599-186--801
66 621.052 199 801-725-141-330-353-735-242-221-370-80--801
67 347.774 200 801-737-130-391-652-325-791-424-39-201-377-40--801
68 302.984 200 801-755-710-655-401-354-120-512-656-352-106-430-459--801
69 221.217 199 801-764-495-379-133-697-94-553-203-416-474--801
70 516.477 199 801-772-93-394-303-344-519-792-329-157-192--801
71 260.151 200 801-778-332-30-600-9-575-223-306-310-211-583--801
72 540.567 200 801-798-796-760-588-6-711-283-148-729-423--801
